"","Title","First.Author.First.Name","First.Author.Surname","Corresponding.Author.First.Name","Corresponding.Author.Surname","Corresponding.Author.Order","Publication.Name","Alternate.Name","Abstract","Url","Author.Address","Year","DOI","Reference.Type","PDF.Relative.Path","Keywords","DecisionD20B5387.E6A8.4722.8A03.956452790272","Decision5DFF96A2.71AF.48E1.A92A.EB6AEFBF7BAE"
"741","Dioscin ameliorates cerebral ischemia/reperfusion injury through the downregulation of TLR4 signaling via HMGB-1 inhibition",NA,NA,NA,NA,NA,"Dioscin ameliorates cerebral ischemia/reperfusion injury through the downregulation of TLR4 signaling via HMGB-1 inhibition","Free Radical Biology and Medicine","Abstract We previously reported the promising effect of dioscin against hepatic ischemia/reperfusion (I/R) injury, but its effect on cerebral I/R injury remains unknown. In this work, an in vitro oxygen-glucose deprivation and reoxygenation (OGD/R) model and an in vivo middle cerebral artery occlusion (MCAO) model were used. The results indicated that dioscin clearly protected PC12 cells and primary cortical neurons against OGD/R insult and significantly prevented cerebral I/R injury. Further research demonstrated that dioscin-induced neuroprotection was accompanied by a significant inhibition in the expression and the nuclear to cytosolic translocation of HMGB-1, reflected by decreased TLR4 expression. Blockade of the TLR4/MyD88/TRAF6 signaling pathway by dioscin inhibited NF-kappaB and AP-1 transcriptional activities, MAPK and STAT3 phosphorylation, and pro-inflammatory cytokine responses, and upregulated the levels of anti-inflammatory factors. In addition, small interfering RNA (siRNA) and overexpressed genes of HMGB-1 and TLR4 were applied in in vitro experiments, respectively, and the results further confirmed that dioscin showed an efficient neuroprotection because of its inhibiting effects on HMGB-1/TLR4 signaling and subsequent suppressing inflammation. These findings provide new insights that will aid in elucidating the effect of dioscin against cerebral I/R injury and support the development of dioscin as a potential treatment for ischemic stroke. Copyright © 2015 Elsevier Inc. All rights reserved.",NA,NA,2015,"http://dx.doi.org/10.1016/j.freeradbiomed.2015.03.003",NA,NA,"65a57cff-2116-42ba-9aca-1aa01104205e",1,1
"742","The effects of Smad6 via small RNA pathways on the ischemic injury in PC12 cells",NA,NA,NA,NA,NA,"The effects of Smad6 via small RNA pathways on the ischemic injury in PC12 cells","Clin Lab","BACKGROUND: Though we have reported the neuroprotective effect of exogenous ActA on oxygen-glucose deprivation (OGD) injury, the endogenous role of Smad6 remains not well understood. Smad6 is an important regulator of the ActA/smads signaling via a negative feedback circuit. METHODS: In this study, nerve growth factor (NGF) and OGD were used to stimulate (rat adrenal pheochromocytoma) PC12 cells converting them into neurons to establish an ischemia in vitro model. Combined with the small interfering technology of Smad6 and FCM, Hoechst and Western blot were used to identify the apoptosis rate. The effect of silencing of Smad6 with siRNA was observed. RESULTS: These results showed that the apoptosis rate was 21.54% by 16-h OGD. For the combined Smad6-siRNA, the apoptosis rate was 10.55%. CONCLUSIONS: The expression of procaspase-3 protein was increased by Smad6-siRNA.The expression of ActA and p300 was also increased. The apoptosis rate was decreased in the ischemic injury with Smad6-siRNA. At the same time, it provided a reference to study the mechanism of Smad6 and its signaling in response to the acute ischemic damage.",NA,NA,2014,"",NA,NA,"65cce5cb-af7e-417c-a071-2f530e493397",1,1
"743","Altered Biological Properties in Dp71 Over-Expressing HBE Cells",NA,NA,NA,NA,NA,"Altered Biological Properties in Dp71 Over-Expressing HBE Cells","Cell Physiol Biochem","BACKGROUND/AIMS: In order to further characterize the biological traits of Dp71, HBE over expressing two most abundantly expressed Dp71 spliced isoforms, Dp71d and Dp71f, were established and their biological traits were explored. METHODS: The proliferation, migration and invasion capabilities of HBE-Dp71d and HBE-Dp71f cells were evaluated by MTT, colony formation, transwell and scratch assay. Cell cycle and apoptosis induced by H2O2 were measured by flow cytometer. Co-IP was performed to prove the interaction between lamin B1, FAK and Dp71. Western blot was performed to detect lamin B1, FAK, ERK and Cyclin D expression in HBE-Dp71d and HBE-Dp71f cells. RESULTS: HBE-Dp71d and HBE-Dp71f cells proliferated faster than their mock and blank controls; shortened their G0/G1 phase; enhanced their invasion and migration capabilities; reduced their apoptosis induced by H2O2. Co-IP proved Dp71 directly interacting with focal adhesion kinase (FAK) and lamin B1 in HBE cells. Increased lamin B1, FAK mRNA and protein expression, over activation of integrin/focal adhesion kinase/extracellular signal-regulated kinase (ERK)/cyclin D pathway were observed in HBE-Dp71d and HBE-Dp71f cells. CONCLUSIONS: Via increasing FAK in the cytoplasmic FAK-Dp71 , lamin B1 of nucleus laminB1-Dp71 complex, HBE-Dp71d and HBE-Dp71f cells alter their proliferation, migration, invasion, cell cycle and apoptosis rate induced by H2O2.",NA,NA,2017,"10.1159/000484181",NA,NA,"6623afcc-b342-4d34-891d-e594518911db",1,1
"744","Protective effects of 20-hydroxyecdysone on CoCl<inf>2</inf>-induced cell injury in PC12 cells",NA,NA,NA,NA,NA,"Protective effects of 20-hydroxyecdysone on CoCl<inf>2</inf>-induced cell injury in PC12 cells","Journal of Cellular Biochemistry","20-Hydroxyecdysone, which is found in the rhizomes, roots and the stems of many plants, is an ecdysteroid hormone that regulates molting in insects. We have previously shown that 20-Hydroxyecdysone could alleviate neurological deficits induced by subarachnoid hemorrhage in rabbits. Thus, we hypothesized that 20-Hydroxyecdysone might protect neurons against hypoxic-ischemic injury. In present study, the effects of 20-Hydroxyecdysone on cobalt chloride (CoCl<inf>2</inf>)-induced cellular injury in PC12 cells was investigated. The incubation of PC12 cells with CoCl<inf>2</inf> reduced the cell viability, increased the rate of apoptosis. However, when cells were treated with 20-Hydroxyecdysone before or after CoCl<inf>2</inf> exposure, the CoCl <inf>2</inf>-induced cellular injuries were significantly ameliorated. In addition, 20-Hydroxyecdysone dramatically reduced the CoCl<inf>2</inf>-induced production of reactive oxygen species (ROS), decreased the depolarization of the mitochondrial membrane, inhibited the release of cytochrome c into the cytosol and increased the Bax/Bcl-2 ratio. Furthermore, 20-Hydroxyecdysone eliminated the CoCl<inf>2</inf>-induced activation of caspase-3. Taken together, these results indicate that 20-Hydroxyecdysone may protect PC12 cells against CoCl<inf>2</inf>-induced cell injury by inhibiting ROS production and modulating components of the mitochondrial apoptosis pathway. Based on our results, 20-Hydroxyecdysone may be a potential candidate for intervention in hypoxic-ischemic brain injuries such as stroke. © 2010 Wiley-Liss, Inc.",NA,NA,2010,"http://dx.doi.org/10.1002/jcb.22877",NA,NA,"6647a4ba-906d-4613-afae-66a3a68cbd08",1,1
"745","p75 neurotrophin receptor and its novel interaction partner, NIX, are involved in neuronal apoptosis after intracerebral hemorrhage",NA,NA,NA,NA,NA,"p75 neurotrophin receptor and its novel interaction partner, NIX, are involved in neuronal apoptosis after intracerebral hemorrhage","Cell and Tissue Research","Recently, NIX, a pro-apoptotic BH3-only protein, was found to be a novel p75 neurotrophin receptor (p75<sup>NTR</sup>) binding protein by screening a human fetal brain two-hybrid library in our laboratory. We further study the interaction of these two proteins and the possible roles of p75<sup>NTR</sup> and NIX in intracerebral hemorrhage (ICH)-induced neuronal death. Using the split-ubiquitin yeast two-hybrid system, we found that the [']Copper['] domain in p75<sup>NTR</sup> and the TM region in NIX were sufficient for the interaction of these two proteins. Co-immunoprecipitation and in vitro binding assays demonstrated the direct interaction between p75<sup>NTR</sup> and NIX. NIX protein was stabilized by p75<sup>NTR</sup> at post-translational levels. Moreover, p75<sup>NTR</sup> was able to work together with NIX to promote apoptosis and affected the NIX-induced JNK-p53-Bax pathway in neuronal PC12 cells. Previous work has indicated that p75<sup>NTR</sup> and NIX are induced in neurons in human ICH and the rat ICH model, respectively. We confirm that both p75<sup>NTR</sup> and NIX levels were up-regulated in glutamate-treated primary cortical neurons (a cellular in vitro model for ICH) and in the rat ICH model. Glutamate exposure increased the association between p75<sup>NTR</sup> and NIX and elevated the activation of the JNK-p53-Bax pathway and neuronal apoptosis; all of these observations were similar in the rat ICH model. Importantly, p75<sup>NTR</sup> and NIX appeared to be involved in cortical neuronal apoptosis, because knockdown of p75<sup>NTR</sup> or NIX not only inhibited the JNK pathway but also impaired neuronal apoptosis. Thus, p75<sup>NTR</sup> and NIX may play critical roles in ICH-induced neuronal apoptosis in vitro and in vivo. Copyright © 2016, Springer-Verlag Berlin Heidelberg.",NA,NA,2017,"http://dx.doi.org/10.1007/s00441-016-2510-y",NA,NA,"665cd3aa-84c7-44eb-a2b6-600b82358054",1,1
"746","A polysaccharide isolated from Cordyceps sinensis, a traditional Chinese medicine, protects PC12 cells against hydrogen peroxide-induced injury",NA,NA,NA,NA,NA,"A polysaccharide isolated from Cordyceps sinensis, a traditional Chinese medicine, protects PC12 cells against hydrogen peroxide-induced injury","Life Sciences","Cordyceps sinensis, a well-known traditional Chinese medicine, possesses activities in anti-tumour, anti-oxidation and stimulating the immune system; however, the identity of active component(s) is not determined. By using anti-oxidation activity-guided fractionation, a polysaccharide of molecular weight ~210 kDa was isolated from cultured Cordyceps mycelia by ion-exchange and sizing chromatography. The isolated polysaccharide, having strong anti-oxidation activity, contains glucose, mannose and galactose in a ratio of 1:0.6:0.75. The pre-treatment of isolated polysaccharide on the cultured rat pheochromocytoma PC12 cells shows strong protective effect against hydrogen peroxide (H<inf>2</inf>O<inf>2</inf>)-induced insult. Treatment of the cells with the isolated polysaccharide at 100 mug/ml prior to H <inf>2</inf>O<inf>2</inf> exposure significantly elevated the survival of PC12 cells in culture by over 60%. In parallel, the H<inf>2</inf>O <inf>2</inf>-induced production of malondialdehyde in cultured cells was markedly reduced by the polysaccharide treatment. Moreover, the pre-treatment of the isolated polysaccharide significantly attenuated the changes of glutathione peroxidase and superoxide dismutase activities in H <inf>2</inf>O<inf>2</inf>-treated cells in a dose-dependent manner. This is the first report in identifying a polysaccharide from Cordyceps, which protects against the free radical-induced neuronal cell toxicity. © 2003 Elsevier Inc. All rights reserved.",NA,NA,2003,"http://dx.doi.org/10.1016/S0024-3205%2803%2900652-0",NA,NA,"667c5090-23f6-4391-a423-2aee8239d3b3",1,1
"747","Design, synthesis and biological evaluation of glucose-containing scutellarein derivatives as neuroprotective agents based on metabolic mechanism of scutellarin in vivo",NA,NA,NA,NA,NA,"Design, synthesis and biological evaluation of glucose-containing scutellarein derivatives as neuroprotective agents based on metabolic mechanism of scutellarin in vivo","Bioorg Med Chem Lett","Based on metabolic mechanism of scutellarin in vivo that scutellarin could be hydrolyzed into scutellarein by beta-glucuronide enzyme, some glucose-containing scutellarein derivatives were designed and synthesized through the introduction of glucose moiety at C-7 position of scutellarein via a glucosidic bond. Biological activity evaluation showed that these glucose-containing scutellarein derivatives exhibited potent DPPH radical scavenging activities. Furthermore, the improvement of physicochemical properties such as anticoagulant and neuroprotective activities alongside with the water solubility was achieved by introducing glucose. These findings suggest that the introduction of the glucose moiety to scutellarein wattants further development of this kind of compounds as neuroprotective agents.",NA,NA,2013,"10.1016/j.bmcl.2012.11.002",NA,NA,"668f9e75-8c0b-42d0-a042-4b4077e628e8",1,1
"748","Rostral ventrolateral medulla EP3 receptor mediates the sympathoexcitatory and pressor effects of prostaglandin E<inf>2</inf> in conscious rats",NA,NA,NA,NA,NA,"Rostral ventrolateral medulla EP3 receptor mediates the sympathoexcitatory and pressor effects of prostaglandin E<inf>2</inf> in conscious rats","Journal of Pharmacology and Experimental Therapeutics","Whereas few studies have dealt with the central sympathoexcitatory action of the inflammatory prostanoid prostaglandin E<inf>2</inf> (PGE<inf>2</inf>), there is no information on the expression and cardiovascular function of different PGE<inf>2</inf> (EP) receptors in one of the major cardiovascular-regulating nuclei, the rostral ventrolateral medulla (RVLM). The current study aimed at filling this knowledge gap as well as elucidating the implicated molecular mechanisms. To achieve these goals, we showed the expression of EP2, EP3, and EP4 receptors in the RVLM and investigated their cardiovascular roles in conscious rats, ex vivo as well as in cultured PC12 cells. Intra-RVLM PGE<inf>2</inf> significantly increased blood pressure and sympathetic dominance (spectral analysis). Studies with selective EP receptor subtype agonists and antagonists showed that these PGE<inf>2</inf>-evoked responses were only replicated by intra-RVLM activation of the EP3 receptor with its agonist sulprostone. The RVLM of PGE<inf>2</inf>-treated rats exhibited increases in c-Fos expression and extracellular signal-regulated kinase 1/2 and neuronal nitric oxide synthase phosphorylation along with oxidative stress, and PGE<inf>2</inf> increased L-glutamate release in PC12 cells (surrogates of RVLM neurons). Abrogation of the PGE<inf>2</inf>-evoked pressor and biochemical responses only occurred following EP3 receptor blockade (N-[(5-Bromo-2-methoxyphenyl)sulfonyl]-3-[2-(2-naphthalenylmethyl) phenyl]-2-propenamide, L-798106). These findings suggest the dependence of RVLM PGE<inf>2</inf>-mediated sympathoexcitation/pressor response on local EP3 receptor signaling in conscious rats, and highlight central EP3 receptor blockade as a potential therapeutic modality for hypertension management. Copyright © 2016 by The American Society for Pharmacology and Experimental Therapeutics.",NA,NA,2016,"http://dx.doi.org/10.1124/jpet.116.233502",NA,NA,"66b2b2b9-5c5b-4b5e-acc3-dbd96e33923f",1,1
"749","Reactive oxygen species play an important role in iodoacetate-induced neurotoxicity in primary rat neuronal cultures and in differentiated PC12 cells",NA,NA,NA,NA,NA,"Reactive oxygen species play an important role in iodoacetate-induced neurotoxicity in primary rat neuronal cultures and in differentiated PC12 cells","Neuroscience Letters","The role of reactive oxygen species in the pathogenesis of the neurotoxicity associated with ischemia-reperfusion, was investigated in a model of primary rat neuronal cultures and of differentiated PC12 cells, subjected to chemical ischemia by iodoacetic acid (IAA, 2.5 h) followed by a short period of reperfusion (1 h). The injury to the cells was assessed by lactate dehydrogenase (LDH) release into the culture media. The PC12 cells exhibited relative resistance to IAA cytotoxicity. Therefore these cells were studied at a 4-fold higher IAA concentration (400 muM instead of 100 muM for the neurons). The injury to both cell types was significantly greater in the short post-insult reperfusion (PIR) period than during the insult period. The presence, during the combined insult and PIR periods, of alpha-tocopherol (100 muM), melatonin (1 mM) and LY231617 (5 muM), conferred to both cell types considerable protection against the injury occurring during the insult and during the PIR periods (assessed separately). Superoxide dismutase (SOD; 500 IU/ml) conferred protection to the neurons, but not to the PC12 cells. When exposure to the antioxidants was limited to the short (15 min) pre insult period, only LY231617 conferred protection. In the neurons the protection occurred only during the insult period, whereas in the PC12 cells during both the insult and PIR periods. When the exposure to the antioxidants was limited to the PIR period, only SOD conferred protection and only in the neuronal cultures. These findings suggest that neuronal damage caused during ischemia-reperfusion can be diminished markedly by co-presence of antioxidants during the insult period. Certain antioxidants may protect the neurons even when present only before or after the insult. © 2003 Elsevier Ireland Ltd. All rights reserved.",NA,NA,2003,"http://dx.doi.org/10.1016/S0304-3940%2803%2900858-9",NA,NA,"66c7bd1d-9289-46e6-a46d-fdf3fec30a7d",1,1
"750","Isolation and identification of ingredients inducing cancer cell death from the seeds of Alpinia galanga, a Chinese spice",NA,NA,NA,NA,NA,"Isolation and identification of ingredients inducing cancer cell death from the seeds of Alpinia galanga, a Chinese spice","Food & function","This study was carried out to isolate ingredients from the seeds of a Chinese spice (Alpinia galangal) and to evaluate their cytotoxic activity on cancer cell lines. Isolation and purification of the phytochemical constituents were conducted using silica gel, Sephadex LH-20 and ODS columns. After extraction using 95% ethanol, the total extracts were re-extracted, resulting in petroleum ether (PE), ethyl acetate (EA) and water fractions, respectively. Activity tests showed that the EA fraction exhibited obvious (p < 0.05) protective effects on H2O2 damaged PC-12 cells at 20 mug mL(-1), and showed much higher (p < 0.05) cytotoxic activity on cancer cell lines than other fractions. Five compounds, 1'-S-1'-acetoxyeugenol acetate (I), 1'-S-1'-acetoxychavicol acetate (II), 2-propenal, 3-[4-(acetyloxy)-3-methoxyphenyl] (III), isocoronarin D (IV) and caryolane-1, 9beta-diol (V), were obtained from the EA fraction and identified by HPLC, UV, MS, and NMR spectroscopic analyses. Compounds III and V were isolated from A. galangal for the first time. Moreover, compounds I, II, IV and V were the main active ingredients for inducing death of the tested cancer cells, and their IC50 values ranged from 60 to 90 mug mL(-1), indicating that these compounds possessed a wide anti-cancer capability. Therefore, A. galangal seeds could be a potential source of healthy food for tumor prevention.",NA,NA,2015,"http://dx.doi.org/10.1039/c4fo00709c",NA,NA,"670e247b-1eac-4e8e-97ba-6795fd23de74",1,1
"751","The protective effect and mechanisms of echinacoside on H<inf>2</inf>O <inf>2</inf>-injured PC12 cells. [Chinese]",NA,NA,NA,NA,NA,"The protective effect and mechanisms of echinacoside on H<inf>2</inf>O <inf>2</inf>-injured PC12 cells. [Chinese]","Chinese Pharmacological Bulletin","Aim: To investigate the protective effect and mechanisms of echinacoside (ECH) on H<inf>2</inf>O<inf>2</inf>-injured PC12 cells. Methods: After PC12 cells were treated with 0.4 mmol.L<sup>-1</sup> H<inf>2</inf>O <inf>2</inf> and different concentrations of ECH, the cell viability was measured by MTT method, the mitochondrial membrance potential (MMP) was evaluated under LSCM and the expressions of Bcl-2, p53 mRNA were detected by RT-PCR. Results: Cell viability and Na<sup>+</sup>, K<sup>+</sup>-ATP ase were significantly elevated by ECH from 27.9% to 51.0%, from 5.39 mmolPi.g<sup>-1</sup> Pro.h<sup>-1</sup> to 6.84 mmolPi.g<sup>-1</sup> Pro.h<sup>-1</sup>, respectively. MMP was significantly heightened by ECH through judging the change of JC-1 R <inf>0</inf>/R<sup>t</sup> from 1.57 to 1.22. Meanwhile, the level of p53 mRNA was decraesed and that of Bcl-2 mRNA increased (P < 0.05 or P < 0.01). Conclusions: ECH can protect PC12 cells from H<inf>2</inf>O<inf>2</inf>-induced damage through heightening MMP, downregulating the expression of p53 mRNA but upregulating the expression of Bcl-2 mRNA.",NA,NA,2009,"",NA,NA,"67cbb7e2-e330-416c-99f9-a8ace0bf0a08",1,1
"752","Protective effects of Paeonia lactiflora pall on hydrogen peroxide-induced apoptosis in PC12 cells",NA,NA,NA,NA,NA,"Protective effects of Paeonia lactiflora pall on hydrogen peroxide-induced apoptosis in PC12 cells","Bioscience, Biotechnology and Biochemistry","This study was conducted to examine the antioxidative and neuroprotective effects of Paeonia lactiflora pall (PLE). Total phenolic content of PLE was 89.65 mg of gallic acid equivalent per gram of PLE. IC<inf>50</inf> values for reducing power, hydrogen peroxide scavenging activity, and 1,1-diphenyl-2- picrylhydrazyl (DPPH) radical scavenging activity were 297.57, 3.33, and 32.74 mug, respectively. The protective effect of PLE against H<inf>2</inf>O <inf>2</inf>-induced oxidative damage to PC12 cells was investigated by an 3-(4,5-dimethyl-thiazol-2-yl)-2,5-diphenyl-tetrazolium bromide (MTT) reduction assay and lactate dehydrogenase (LDH) release assay. After 2 h of cell exposure to 0.5 mM H<inf>2</inf>O<inf>2</inf>, a marked reduction in cell survival was observed. However, this reduction was significantly prevented by 10-100 mug/ml of PLE. H<inf>2</inf>O<inf>2</inf> also induced severe apoptosis of the PC12 cells, which was indicated by a flow cytometric analysis. Interestingly, the H<inf>2</inf>O<inf>2</inf>-stressed PC12 cells that had been incubated with PLE had greatly suppressed apoptosis. The results suggest that PLE could be a candidate for a new antioxidant against neuronal diseases.",NA,NA,2008,"http://dx.doi.org/10.1271/bbb.70756",NA,NA,"67d63df0-240c-4451-89a2-fef24c2bbea8",1,1
"753","Carnosine protects against permanent cerebral ischemia in histidine decarboxylase knockout mice by reducing glutamate excitotoxicity",NA,NA,NA,NA,NA,"Carnosine protects against permanent cerebral ischemia in histidine decarboxylase knockout mice by reducing glutamate excitotoxicity","Free Radical Biology and Medicine","Recently, we showed that carnosine protects against NMDA-induced excitotoxicity in differentiated PC12 cells through a histaminergic pathway. However, whether the protective effect of the carnosine metabolic pathway also occurs in ischemic brain is unknown. Utilizing the model of permanent middle cerebral artery occlusion (pMCAO) in mice, we found that carnosine significantly improved neurological function and decreased infarct size in both histidine decarboxylase knockout and the corresponding wild-type mice to the same extent. Carnosine decreased the glutamate levels and preserved the expression of glutamate transporter-1 (GLT-1) but not the glutamate/aspartate transporter in astrocytes exposed to ischemia in vivo and in vitro. It suppressed the dissipation of DELTAPSI<inf>m</inf> and generation of mitochondrial reactive oxygen species (ROS) induced by oxygen-glucose deprivation in astrocytes. Furthermore, carnosine also decreased the mitochondrial ROS and reversed the decrease in GLT-1 induced by rotenone. These findings are the first to demonstrate that the mechanism of carnosine action in pMCAO may not be mediated by the histaminergic pathway, but by reducing glutamate excitotoxicity through the effective regulation of the expression of GLT-1 in astrocytes due to improved mitochondrial function. Thus, our study reveals a novel antiexcitotoxic agent in ischemic injury. © 2009 Elsevier Inc. All rights reserved.",NA,NA,2010,"http://dx.doi.org/10.1016/j.freeradbiomed.2009.12.021",NA,NA,"67f0fad3-4986-4bc4-afaa-7942f67adf25",1,1
"754","MicRNA-320 facilitates the brain parenchyma injury via regulating IGF-1 during cerebral I/R injury in mice",NA,NA,NA,NA,NA,"MicRNA-320 facilitates the brain parenchyma injury via regulating IGF-1 during cerebral I/R injury in mice","Biomedicine and Pharmacotherapy","Purpose: To investigate the protective effects of miR-320 on cerebral ischemia/reperfusion (I/R) injury in mice and PC12 cells. Methods: miR-320 normal control (NC), inhibitor fragment and overexpression fragments were injected into mice lateral ventricles. Thereafter, the middle cerebral artery occlusion (MCAO) for left cerebrum method was employed in order to establish a cerebral I/R injury mice model. Apoptosis in the peripheral region of cerebral infarction and the volume of cerebral infarction and brain edema were tested as well. For simulating MCAO in vitro, the PC12 cells were subjected to oxygen-glucose deprivation. The lentivirus transfection technique was used to overexpress or inhibit miR-320. Furthermore, the effects of miR-320 on the survival and apoptosis of PC12 were monitored by MTT and TUNEL detection. Results: A cerebral I/R injury mice model was successfully established. MiR-320 enhanced cell apoptosis of the injury side cortical infarcted peripheral zone and increased brain infarction volume and edema volume in MCAO/R mice. In addition, Insulin growth factor-1 (IGF-1) mRNA and protein expressions in MCAO/R mice were inhibited by miR-320 as well. Moreover, the results of cell studies were consist with the animal studies. Conclusions: miR-320 may be involved in the regulation of cerebral I/R for brain parenchyma injury by inhibition of IGF-1 pathway. Copyright © 2018 Elsevier Masson SAS",NA,NA,2018,"http://dx.doi.org/10.1016/j.biopha.2018.03.036",NA,NA,"67f6fcc3-7752-4543-87e9-5c142b9561b3",1,1
"755","New phenolic acids from Salvia yunnanensis C.H.Wright",NA,NA,NA,NA,NA,"New phenolic acids from Salvia yunnanensis C.H.Wright","Natural Product Research","Two new phenolic acids, ethyl pro-lithospermate (1), n-butyl pro-lithospermate (2) were isolated from Salvia yunnanensis C.H.Wright, along with nineteen known compounds (3-21). The structures of the isolated compounds were elucidated on the basis of extensive spectrometry and by comparing their physical and spectroscopic data to the literature. Among them, compounds 11, 12 and 14-16 were firstly isolated from S. yunnanensis C.H.Wright. Some of the isolated compounds were evaluated for their neuroprotection. Compounds 10-12 showed significant neuroprotective effects in PC12 cells and compounds 1, 4-7 displayed moderate neuroprotective effects. Copyright © 2017 Informa UK Limited, trading as Taylor & Francis Group.",NA,NA,2017,"http://dx.doi.org/10.1080/14786419.2017.1315577",NA,NA,"682be431-b63a-4b09-bcc9-3e87169d2dc6",1,1
"756","Protective effect of L-trans-pyrrolidine-2,4-dicarboxilic acid preload against cell death induced by oxygen/glucose deprivation in differentiated PC12 cells",NA,NA,NA,NA,NA,"Protective effect of L-trans-pyrrolidine-2,4-dicarboxilic acid preload against cell death induced by oxygen/glucose deprivation in differentiated PC12 cells","Journal of Neuroscience Research","It has been postulated that cellular glutamate is released into the extracellular fluid when the energy supply of the brain is compromised (i.e., anoxia or oxygen/glucose deprivation), and there the amino acid triggers the so-called excitotoxic cascade, causing neuronal death. Several mechanisms for this release have been postulated, and, by using glutamate transporter inhibitors, several authors have established that reversed uptake is the major mechanism through which glutamate is released in acute oxygen/glucose deprivation. We have studied the effect of the slowly transported glutamate analogue L-trans-pyrrolidine-2,4-dicarboxilic acid (PDC) preload on glutamate release and cell death in an in vitro model of oxygen plus glucose deprivation with differentiated PC12 cells. As expected, we found that PDC preload inhibits glutamate release induced by oxygen/glucose deprivation, supporting the conclusion that it occurs via reverse transport. In addition, we show that PDC preload but not the nontransportable glutamate uptake inhibitor DL-threo-beta-benzytoxyaspartate (TBOA) protects cells against the death induced by oxygen/glucose deprivation, indicating, that PDC entry into the cell is necessary for this protective effect. This protection does not correlate with the extracellular glutamate concentration or changes in proteins synthesis rate and eukaryotic initiation 2 phosphorylation. Oxygen/glucose deprivation induces a significant increase in glutathione levels in both unloaded and PDC-pretoaded cells, but this increase is not due to up-regulation of glutamate cysteine ligase levels. Intracellular glutathione disulfide (GSSG) significantly increased after oxygen/glucose deprivation. It was also interesting that intracellular GSSG levels in PDC-pretoaded cells under oxygen/glucose deprivation strongly correlate with the protection exerted by this compound against cell death. © 2005 Wiley-Liss, Inc.",NA,NA,2005,"http://dx.doi.org/10.1002/jnr.20613",NA,NA,"682f364c-48ea-4db2-a1d9-ed4b41912f1c",1,1
"757","Two short peptides arising in inflammation demonstrated strong neuroprotective effects in vitro",NA,NA,NA,NA,NA,"Two short peptides arising in inflammation demonstrated strong neuroprotective effects in vitro","Journal of Peptide Science","Now a number of short biologically active peptides consisting of Gly, Pro, and Hyp amino acid residues have been found in blood and other tissues. Collagen and some related proteins are rich sources for such peptides. However, the physiological functions of these collagen-derived peptides are still poorly studied. Several authors previously have shown that the levels of peptides Pro-Gly-Pro (PGP) and N-acetyl-PGP in the body were increased many times in inflammation. Furthermore, the N-acetyl-PGP demonstrated even some pro-inflammatory properties in concentrations of 10<sup>-4</sup>-10<sup>-3</sup>M. On the other hand, we have previously found that PGP has a marked neuroprotective effect in vivo. The aim of this study was to try to better understand the nature of revealed neuroprotective effect by using various models of neuron damage in vitro. Primary cultures of neurons from rat cerebellum and cortex, and the rat pheochromocytoma PC12 cell line were used in our study. For investigation of cytoprotective properties three different neuron damage mechanisms were modeled: 1)- oxidative stress-stimulated necrosis ([']oxidative stress model[']- PC12 cells, 1 mM H<inf>2</inf>O<inf>2</inf>, 30 min); 2)- growth factors deprivation-induced apoptosis ([']deprivation model[']- cerebellar granule neurons, 24 h); and 3)- glutamate receptor hyperactivation ([']Glu-toxicity model[']- cerebellar granule neurons, 100 uM Glu, 1 h) resulting in both necrosis and apoptosis. It was shown that peptides PGP and N-acetyl-PGP in concentrations of 1-100 uM increased PC12 cells survival after H<inf>2</inf>O<inf>2</inf>-indused oxidative stress. It should be noted, that this effect was observed in both naive and NGF-differentiated PC12 cell cultures. Similar protective effects of PGP were obtained on the deprivation and Glu-toxicity models, too. In all models used PGP in concentration of 100 uM increased cell survival by an average of 20-30%. Moreover, PGP in concentrations of 100 uM delayed calcium dysregulation induced by Glu-toxicity in cerebellar granule neurons, and increased BDNF and TrkB mRNA synthesis in cortical neurons. Thus, the results obtained indicate that the peptides PGP and N-acetyl-PGP in pathological conditions may be involved in the neuroprotective mechanisms, which are triggered in the brain under the action of various damaging factors.",NA,NA,2010,"http://dx.doi.org/10.1002/psc.1303",NA,NA,"6894efd3-9733-4429-8a27-0cb9464349be",1,1
